Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Critica_Profesional,Critica_Usuario,Tiene_Rating,Global_Sales_norm
Shin Super Robot Taisen,PS,1996.0,Role-Playing,Banpresto,0.0,0.0,0.52,0.04,0.55,,,,,,No,No,No,0.5192307692307693
Jump Super Stars,DS,2005.0,Fighting,Nintendo,0.0,0.0,0.55,0.0,0.55,,,,,,No,No,No,0.5192307692307693
Star Wars Battlefront (2015),PC,2015.0,Shooter,Electronic Arts,0.13,0.38,0.0,0.04,0.55,,,,,,No,No,No,0.5192307692307693
The Activision Decathlon,2600,1982.0,Sports,Activision,0.52,0.03,0.0,0.01,0.55,,,,,,No,No,No,0.5192307692307693
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001.0,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.55,,,,,,No,No,No,0.5192307692307693
Fighting Force 2,PS,1999.0,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55,,,,,,No,No,No,0.5192307692307693
Catz,DS,2006.0,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.55,,,5.3,16.0,E,No,Sí,Sí,0.5192307692307693
Ratchet & Clank: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.0,0.52,0.0,0.04,0.55,,,,,,No,No,No,0.5192307692307693
Sakura Wars,SAT,1996.0,Adventure,Sega,0.0,0.0,0.55,0.0,0.55,,,,,,No,No,No,0.5192307692307693
Extermination,PS2,2001.0,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,67.0,19.0,7.8,19.0,M,Sí,Sí,Sí,0.5192307692307693
Batman: Vengeance,PS2,2001.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,68.0,19.0,6.7,12.0,T,Sí,Sí,Sí,0.5192307692307693
Derby Stallion 04,PS2,2004.0,Sports,Enterbrain,0.0,0.0,0.55,0.0,0.55,,,,,,No,No,No,0.5192307692307693
Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55,,,,,,No,No,No,0.5192307692307693
Tony Hawks Pro Skater 3,X,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55,93.0,22.0,8.4,17.0,T,Sí,Sí,Sí,0.5192307692307693
Mega Man Zero,GBA,2002.0,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82.0,17.0,8.9,31.0,E,Sí,Sí,Sí,0.5192307692307693
Contender 2,PS,2000.0,Fighting,3DO,0.31,0.21,0.0,0.04,0.55,,,,,T,No,No,Sí,0.5192307692307693
Star Wars: Dark Forces,PS,1996.0,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.55,,,,,,No,No,No,0.5192307692307693
The Amazing Spider-Man 2 (2014),PS4,2014.0,Action,Activision,0.2,0.25,0.02,0.09,0.55,,,,,,No,No,No,0.5192307692307693
NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,81.0,18.0,6.8,19.0,E,Sí,Sí,Sí,0.5192307692307693
Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.21,0.27,0.0,0.06,0.55,92.0,13.0,8.3,129.0,E10+,Sí,Sí,Sí,0.5192307692307693
SD Gundam G Generation Zero,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.51,0.04,0.55,,,,,,No,No,No,0.5192307692307693
MX vs. ATV: Alive,X360,2011.0,Racing,THQ,0.37,0.13,0.0,0.04,0.55,63.0,43.0,7.2,24.0,E,Sí,Sí,Sí,0.5192307692307693
Purr Pals,DS,2007.0,Simulation,THQ,0.18,0.35,0.0,0.02,0.55,67.0,4.0,6.8,6.0,E,Sí,Sí,Sí,0.5192307692307693
Super Robot Taisen F,SAT,1997.0,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,,,,,,No,No,No,0.5192307692307693
Shrek 2,X,2004.0,Platform,Activision,0.4,0.13,0.0,0.02,0.55,72.0,31.0,8.4,5.0,E,Sí,Sí,Sí,0.5192307692307693
Assassins Creed II,PC,2010.0,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1625.0,M,Sí,Sí,Sí,0.5192307692307693
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002.0,Sports,Sega,0.0,0.0,0.55,0.0,0.55,,,,,,No,No,No,0.5192307692307693
Secret Agent Clank(US sales),PSP,2008.0,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55,,,,,,No,No,No,0.5192307692307693
SpongeBob SquarePants: SuperSponge,GBA,2001.0,Action,THQ,0.39,0.15,0.0,0.01,0.55,,,,,,No,No,No,0.5192307692307693
Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.0,0.0,0.55,0.0,0.55,,,,,,No,No,No,0.5192307692307693
Madagascar: Escape 2 Africa,Wii,2008.0,Action,Activision,0.31,0.18,0.0,0.05,0.55,,,,,,No,No,No,0.5192307692307693
Tak and the Power of Juju,GBA,2003.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55,79.0,28.0,8.3,21.0,E,Sí,Sí,Sí,0.5192307692307693
Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,70.0,22.0,7.6,7.0,T,Sí,Sí,Sí,0.5192307692307693
Mortal Kombat 3,PS,1995.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,,,,,,No,No,No,0.5192307692307693
Grease,Wii,2010.0,Misc,505 Games,0.26,0.24,0.0,0.05,0.55,,,,,,No,No,No,0.5192307692307693
Turok: Evolution,X,2002.0,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,68.0,25.0,6.7,9.0,M,Sí,Sí,Sí,0.5192307692307693
Jak X: Combat Racing,PS2,2005.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,76.0,46.0,7.7,63.0,T,Sí,Sí,Sí,0.5192307692307693
Donkey Kong Jungle Climber,DS,2007.0,Platform,Nintendo,0.25,0.03,0.24,0.03,0.55,,,,,,No,No,No,0.5192307692307693
American Idol,PS2,2003.0,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,41.0,14.0,4.8,12.0,E,Sí,Sí,Sí,0.5192307692307693
Top Gun: Fire at Will!,PS,1996.0,Misc,Microprose,0.3,0.21,0.0,0.04,0.55,,,,,,No,No,No,0.5192307692307693
Barbie Horse Adventures: Riding Camp,DS,2008.0,Sports,Activision,0.5,0.0,0.0,0.04,0.55,,,,,E,No,No,Sí,0.5192307692307693
Red Dead Revolver,X,2004.0,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,74.0,61.0,8.5,27.0,M,Sí,Sí,Sí,0.5192307692307693
Tony Hawk: Shred,Wii,2010.0,Sports,Activision,0.4,0.11,0.0,0.04,0.55,,,7.0,7.0,E,No,Sí,Sí,0.5192307692307693
CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.8,6.0,E,Sí,Sí,Sí,0.5192307692307693
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.26,0.23,0.0,0.06,0.55,82.0,34.0,7.1,15.0,E,Sí,Sí,Sí,0.5192307692307693
Petz Catz Clan,DS,2008.0,Simulation,Ubisoft,0.47,0.03,0.0,0.04,0.55,,,,,E,No,No,Sí,0.5192307692307693
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.0,Simulation,Activision,0.4,0.1,0.0,0.04,0.55,,,,,E,No,No,Sí,0.5192307692307693
Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,0.54,75.0,69.0,8.3,343.0,E10+,Sí,Sí,Sí,0.5096153846153846
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.25,0.14,0.13,0.04,0.54,73.0,72.0,8.0,228.0,E,Sí,Sí,Sí,0.5096153846153846
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,77.0,27.0,8.0,351.0,M,Sí,Sí,Sí,0.5096153846153846
Iron Man,PS2,2008.0,Action,Sega,0.36,0.0,0.0,0.19,0.54,47.0,8.0,5.6,15.0,T,Sí,Sí,Sí,0.5096153846153846
SingStar Summer Party,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54,,,,,,No,No,No,0.5096153846153846
F1 2013,PS3,2013.0,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,77.0,22.0,6.3,41.0,E,Sí,Sí,Sí,0.5096153846153846
The SpongeBob SquarePants Movie,X,2004.0,Platform,THQ,0.4,0.12,0.0,0.02,0.54,74.0,14.0,8.5,8.0,E,Sí,Sí,Sí,0.5096153846153846
NHL 14,PS3,2013.0,Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,80.0,22.0,6.0,79.0,E10+,Sí,Sí,Sí,0.5096153846153846
FIFA Soccer 07,X,2006.0,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54,,,,,,No,No,No,0.5096153846153846
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000.0,Sports,SquareSoft,0.0,0.0,0.54,0.0,0.54,,,,,,No,No,No,0.5096153846153846
Legends of WrestleMania,PS3,2009.0,Fighting,THQ,0.3,0.16,0.0,0.07,0.54,70.0,43.0,6.5,19.0,T,Sí,Sí,Sí,0.5096153846153846
Tiger Woods PGA Tour 08,X360,2007.0,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,80.0,45.0,7.8,26.0,E,Sí,Sí,Sí,0.5096153846153846
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,THQ,0.5,0.0,0.0,0.04,0.54,,,,,E,No,No,Sí,0.5096153846153846
Medarot 2: Kabuto / Kuwagata Version,G,1999.0,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54,,,,,,No,No,No,0.5096153846153846
Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.44,0.04,0.0,0.06,0.54,79.0,27.0,6.4,54.0,T,Sí,Sí,Sí,0.5096153846153846
Dance Dance Revolution Ultramix,X,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,82.0,24.0,8.8,10.0,E,Sí,Sí,Sí,0.5096153846153846
Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66.0,21.0,7.0,50.0,E10+,Sí,Sí,Sí,0.5096153846153846
Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54,75.0,39.0,8.6,22.0,T,Sí,Sí,Sí,0.5096153846153846
Rayman Origins,PSV,2012.0,Platform,Ubisoft,0.12,0.33,0.0,0.09,0.54,88.0,54.0,8.4,300.0,E10+,Sí,Sí,Sí,0.5096153846153846
The Fairly Odd Parents: Breakin Da Rules,GBA,2003.0,Platform,THQ,0.39,0.14,0.0,0.01,0.54,,,,,,No,No,No,0.5096153846153846
Ninokuni: Shikkoku no Madoushi,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54,,,,,,No,No,No,0.5096153846153846
F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,72.0,31.0,7.4,64.0,M,Sí,Sí,Sí,0.5096153846153846
Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,297.0,T,Sí,Sí,Sí,0.5096153846153846
SRS: Street Racing Syndicate,PS2,2004.0,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54,,,,,,No,No,No,0.5096153846153846
Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,70.0,21.0,8.1,19.0,T,Sí,Sí,Sí,0.5096153846153846
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,75.0,14.0,5.7,9.0,E,Sí,Sí,Sí,0.5096153846153846
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20.0,T,Sí,Sí,Sí,0.5096153846153846
Def Jam: Fight for NY,X,2004.0,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54,84.0,33.0,8.6,14.0,M,Sí,Sí,Sí,0.5096153846153846
Action Force,2600,1982.0,Action,CPG Products,0.5,0.03,0.0,0.01,0.54,,,,,,No,No,No,0.5096153846153846
Gauntlet Legends,N64,1999.0,Action,Midway Games,0.43,0.1,0.0,0.01,0.54,,,,,,No,No,No,0.5096153846153846
FIFA 99,N64,1998.0,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54,,,,,,No,No,No,0.5096153846153846
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23.0,E,Sí,Sí,Sí,0.5096153846153846
Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54,,,,,,No,No,No,0.5096153846153846
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008.0,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54,,,,,,No,No,No,0.5096153846153846
NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,81.0,32.0,7.5,25.0,E,Sí,Sí,Sí,0.5096153846153846
Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77.0,83.0,7.8,354.0,M,Sí,Sí,Sí,0.5096153846153846
Bust A Groove,PS,1998.0,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54,,,,,,No,No,No,0.5096153846153846
Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85.0,42.0,8.9,143.0,T,Sí,Sí,Sí,0.5096153846153846
Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78.0,57.0,8.6,103.0,T,Sí,Sí,Sí,0.5096153846153846
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.54,0.0,0.54,,,,,,No,No,No,0.5096153846153846
Lets Draw!,DS,2008.0,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54,,,,,,No,No,No,0.5096153846153846
Pachi-Slot Aruze Oukoku 2,PS,1999.0,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54,,,,,,No,No,No,0.5096153846153846
Dragons Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.54,82.0,62.0,8.3,289.0,T,Sí,Sí,Sí,0.5096153846153846
Bratz: Rock Angelz,GBA,2004.0,Misc,THQ,0.39,0.14,0.0,0.01,0.54,,,,,E,No,No,Sí,0.5096153846153846
SSX Tricky,GC,2001.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,87.0,20.0,8.6,18.0,E,Sí,Sí,Sí,0.5096153846153846
Greg Hastings Tournament Paintball,X,2004.0,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42.0,T,Sí,Sí,Sí,0.5096153846153846
World Soccer Winning Eleven 7 International (JP version),PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54,,,,,,No,No,No,0.5096153846153846
ESPN NBA Basketball,PS2,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54,89.0,18.0,8.4,38.0,E,Sí,Sí,Sí,0.5096153846153846
Just Dance 2015,XOne,2014.0,Misc,Ubisoft,0.36,0.13,0.0,0.05,0.54,70.0,17.0,7.5,20.0,E10+,Sí,Sí,Sí,0.5096153846153846
Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,53.0,T,Sí,Sí,Sí,0.5096153846153846
Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54,71.0,56.0,7.3,64.0,M,Sí,Sí,Sí,0.5096153846153846
Two Worlds II,X360,2011.0,Role-Playing,SouthPeak Games,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140.0,M,Sí,Sí,Sí,0.5096153846153846
Phineas and Ferb: Across the 2nd Dimension,DS,2011.0,Action,Disney Interactive Studios,0.31,0.18,0.0,0.05,0.54,47.0,5.0,,,E,Sí,No,Sí,0.5096153846153846
Over the Hedge,PS2,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54,58.0,29.0,8.6,10.0,E10+,Sí,Sí,Sí,0.5096153846153846
Mat Hoffmans Pro BMX,PS,2001.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54,80.0,15.0,8.6,16.0,E,Sí,Sí,Sí,0.5096153846153846
50 Classic Games,DS,2009.0,Misc,Destineer,0.5,0.0,0.0,0.04,0.54,,,,,E,No,No,Sí,0.5096153846153846
NHL 14,X360,2013.0,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,81.0,30.0,5.9,92.0,E10+,Sí,Sí,Sí,0.5096153846153846
Popeye,2600,1982.0,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54,,,,,,No,No,No,0.5096153846153846
Petz Nursery,DS,2009.0,Simulation,Ubisoft,0.5,0.0,0.0,0.04,0.54,,,,,E,No,No,Sí,0.5096153846153846
The Hobbit,PS2,2003.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,59.0,17.0,8.6,14.0,E,Sí,Sí,Sí,0.5096153846153846
Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,T,Sí,Sí,Sí,0.5096153846153846
War of the Monsters,PS2,2003.0,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,80.0,41.0,8.9,68.0,T,Sí,Sí,Sí,0.5096153846153846
Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,T,Sí,Sí,Sí,0.5096153846153846
NBA Street Vol. 2,GC,2003.0,Sports,Electronic Arts,0.41,0.11,0.0,0.01,0.54,88.0,16.0,8.1,7.0,E,Sí,Sí,Sí,0.5096153846153846
Monster Jam: Path of Destruction,Wii,2010.0,Racing,Activision,0.48,0.02,0.0,0.03,0.54,,,,,E,No,No,Sí,0.5096153846153846
The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38.0,T,Sí,Sí,Sí,0.5096153846153846
Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.54,46.0,7.0,4.6,7.0,E,Sí,Sí,Sí,0.5096153846153846
Inazuma Eleven GO,3DS,2011.0,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.53,,,,,,No,No,No,0.5
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.0,Adventure,Sega,0.0,0.0,0.53,0.0,0.53,,,,,,No,No,No,0.5
Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,81.0,21.0,7.9,20.0,T,Sí,Sí,Sí,0.5
Clock Tower,PS,1996.0,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,,,,,,No,No,No,0.5
NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,78.0,19.0,9.1,13.0,E,Sí,Sí,Sí,0.5
Monster High: Ghoul Spirit,Wii,2011.0,Misc,THQ,0.42,0.07,0.0,0.04,0.53,,,,,E,No,No,Sí,0.5
Valkyria Chronicles II,PSP,2010.0,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,83.0,54.0,8.1,67.0,T,Sí,Sí,Sí,0.5
Jampack Volume 11,PS2,2004.0,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,,,,,,No,No,No,0.5
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85.0,T,Sí,Sí,Sí,0.5
Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52.0,E,Sí,Sí,Sí,0.5
Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49.0,M,Sí,Sí,Sí,0.5
Battlefield 1,PC,2016.0,Shooter,Electronic Arts,0.17,0.32,0.0,0.04,0.53,88.0,54.0,7.5,1263.0,M,Sí,Sí,Sí,0.5
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,THQ,0.38,0.14,0.0,0.01,0.53,,,,,,No,No,No,0.5
007 Racing,PS,2000.0,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,51.0,16.0,4.6,14.0,T,Sí,Sí,Sí,0.5
NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,78.0,19.0,8.3,13.0,E,Sí,Sí,Sí,0.5
Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,87.0,49.0,8.7,102.0,T,Sí,Sí,Sí,0.5
Conflict: Vietnam,PS2,2004.0,Shooter,SCi,0.26,0.2,0.0,0.07,0.53,58.0,24.0,8.1,21.0,M,Sí,Sí,Sí,0.5
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X,2004.0,Misc,Sega,0.4,0.11,0.0,0.02,0.53,,,,,,No,No,No,0.5
Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46.0,M,Sí,Sí,Sí,0.5
MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53,78.0,23.0,8.3,8.0,E,Sí,Sí,Sí,0.5
Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53,,,,,,No,No,No,0.5
NASCAR 09,PS2,2008.0,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53,,,7.9,8.0,E,No,Sí,Sí,0.5
Blitz: The League,X,2004.0,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14.0,M,Sí,Sí,Sí,0.5
Jampack Vol. 2,PS,1996.0,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53,,,,,,No,No,No,0.5
Virtual Soccer,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53,,,,,,No,No,No,0.5
G-Force,DS,2009.0,Action,Disney Interactive Studios,0.26,0.21,0.0,0.05,0.53,,,9.0,5.0,E10+,No,Sí,Sí,0.5
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53,,,,,,No,No,No,0.5
Winning Post,SNES,1993.0,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53,,,,,,No,No,No,0.5
Peter Jacksons King Kong: The Official Game of the Movie,X,2005.0,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,T,Sí,Sí,Sí,0.5
Burnout Revenge,X,2005.0,Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53,89.0,65.0,8.4,66.0,E10+,Sí,Sí,Sí,0.5
Medal of Honor: European Assault,X,2005.0,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,72.0,42.0,7.0,15.0,T,Sí,Sí,Sí,0.5
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53,71.0,24.0,8.2,22.0,E,Sí,Sí,Sí,0.5
The Lord of the Rings: The Fellowship of the Ring,X,2002.0,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,T,Sí,Sí,Sí,0.5
NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,63.0,26.0,6.3,27.0,E,Sí,Sí,Sí,0.5
Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.13,0.38,0.02,0.53,74.0,11.0,8.5,11.0,E,Sí,Sí,Sí,0.5
Excite Truck,Wii,2006.0,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83.0,E,Sí,Sí,Sí,0.5
Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,0.21,0.04,0.26,0.03,0.53,,,,,,No,No,No,0.5
Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,0.24,0.2,0.01,0.09,0.53,83.0,57.0,7.7,288.0,M,Sí,Sí,Sí,0.5
Spider-Man,N64,2000.0,Action,Activision,0.43,0.09,0.0,0.01,0.53,,,,,,No,No,No,0.5
Hello Kitty: Big City Dreams,DS,2008.0,Puzzle,Empire Interactive,0.42,0.07,0.0,0.04,0.53,,,,,E,No,No,Sí,0.5
Magicians Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,69.0,13.0,7.6,9.0,E10+,Sí,Sí,Sí,0.5
X-Men Legends,GC,2004.0,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,81.0,36.0,8.4,12.0,T,Sí,Sí,Sí,0.5
Dragon Age: Inquisition,X360,2014.0,Role-Playing,Electronic Arts,0.36,0.12,0.0,0.05,0.53,,,5.1,236.0,M,No,Sí,Sí,0.5
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.21,0.23,0.0,0.09,0.53,81.0,29.0,7.7,114.0,E10+,Sí,Sí,Sí,0.5
Front Mission 2,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.49,0.03,0.53,,,,,,No,No,No,0.5
Jewel Master Egypt,DS,2009.0,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53,56.0,9.0,,,E,Sí,No,Sí,0.5
ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,73.0,22.0,7.7,22.0,E,Sí,Sí,Sí,0.5
LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.03,0.04,0.53,71.0,5.0,8.1,14.0,E10+,Sí,Sí,Sí,0.5
WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,THQ,0.35,0.13,0.0,0.05,0.53,75.0,7.0,8.3,4.0,T,Sí,Sí,Sí,0.5
Are You Smarter Than A 5th Grader?,DS,2007.0,Misc,Mindscape,0.48,0.0,0.0,0.04,0.53,,,,,E,No,No,Sí,0.5
Oni,PS2,2001.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,69.0,24.0,7.8,23.0,T,Sí,Sí,Sí,0.5
How to Train Your Dragon,DS,2010.0,Action,Activision,0.31,0.17,0.0,0.05,0.53,60.0,8.0,,,E10+,Sí,No,Sí,0.5
